sep=;
STOCK;LAST PRICE;52 WRK LOW;52 WRK HIGH;SENTIMENT;BUYQT;SELLQT;SECTOR;MARKET CAP (RS CR);P/E;BOOK VALUE (RS);DIV (%);MARKET LOT;INDUSTRY P/E;EPS (TTM);P/C;PRICE/BOOK;DIV YIELD.(%);FACE VALUE (RS);DELIVERABLES (%)
DB Corp Ltd.;368.60;338.00;395.20;-;2619;814;MEDIA & ENTERTAINMENT;6,781.88;18.25;86.90;40.00%;1;18.98;20.20;14.81;4.24;1.09%;10.00;60.81
Den Networks Ltd.;133.50;65.00;149.55;-;11.29;15.64;MEDIA & ENTERTAINMENT;2,613.61;-;49.07;0.00%;1;51.19;* -;78.07;2.72;-%;10.00;15.68
Dish TV India Ltd.;75.15;68.00;110.95;-;29.09;16.03;MEDIA & ENTERTAINMENT;8,011.10;141.79;2.56;0.00%;1;51.19;0.53;59.64;29.36;-%;1.00;36.62
DQ Entertainment International Ltd.;18.35;11.50;25.85;BUY;1950;7100;MEDIA & ENTERTAINMENT;145.48;-;36.07;0.00%;1;51.19;-;-;0.51;-%;10.00;100
Eduexel Infotainment Ltd.;2.10;1.27;3.05;-;1000;1100;MEDIA & ENTERTAINMENT;1.78;-;12.78;0.00%;1;51.19;-;-;0.16;-%;10.00;
Entertainment Network India Ltd.;791.45;715.00;1008.00;BUY;545;831;MEDIA & ENTERTAINMENT;3,772.87;93.22;179.29;10.00%;1;51.19;8.49;40.09;4.41;0.13%;10.00;60.51
Eros International Media Ltd.;233.45;164.30;308.40;-;7528;14.38;MEDIA & ENTERTAINMENT;2,209.10;26.71;142.79;0.00%;1;51.19;8.74;25.10;1.63;-%;10.00;49.74
Galaxy Entertainment Ltd.;27.35;11.90;30.10;-;504;1450;MEDIA & ENTERTAINMENT;69.00;-;-2.22;0.00%;1;51.19;-;7.70;-;-%;10.00;100
Garnet International Ltd.;1767.35;345.25;1800.00;BUY;459;881;MEDIA & ENTERTAINMENT;1,100.18;73.92;80.41;12.00%;1;46.34;23.91;73.58;21.98;0.07%;10.00;79.75
Gradiente Infotainment Ltd.;1.30;0.47;1.50;-;1851;19.2;MEDIA & ENTERTAINMENT;2.93;13.00;4.00;0.00%;1;51.19;0.10;8.13;0.33;-%;10.00;100
GV Films Ltd.;0.89;0.59;1.18;BUY;82.32;1.38 L;MEDIA & ENTERTAINMENT;32.81;-;0.59;0.00%;1;51.19;-;-;1.51;-%;1.00;97.36
Hathway Cable and Datacom Ltd.;44.00;27.05;49.45;-;91.63;26.98;MEDIA & ENTERTAINMENT;3,654.18;-;11.77;0.00%;1;51.19;-;12.98;3.74;-%;2.00;53.43
Hindustan Media Ventures Ltd.;258.65;225.00;297.95;-;879;1813;MEDIA & ENTERTAINMENT;1,898.33;10.71;159.53;12.00%;1;18.98;24.16;9.61;1.62;0.46%;10.00;65.95
HT Media Ltd.;111.30;73.70;118.50;-;18.32;14.9;MEDIA & ENTERTAINMENT;2,609.81;15.31;72.46;20.00%;1;18.98;7.27;9.74;1.54;0.36%;2.00;58.77
INOX Leisure Ltd.;280.70;213.30;309.20;BUY;5048;2321;MEDIA & ENTERTAINMENT;2,707.57;56.82;60.71;0.00%;1;51.19;4.94;20.55;4.62;-%;10.00;43.38
Iris Mediaworks Ltd.;22.35;14.00;22.50;-;303;10.51;MEDIA & ENTERTAINMENT;223.42;2,235.00;13.07;0.00%;1;51.19;0.01;745.00;1.71;-%;5.00;100
Jagran Prakashan Ltd.;178.00;161.00;208.55;BUY;9268;1221;MEDIA & ENTERTAINMENT;5,543.13;18.20;53.53;150.00%;1;18.98;9.78;14.35;3.33;1.69%;2.00;68.27
Jain Studio Ltd.;5.00;3.50;6.85;-;1000;895;MEDIA & ENTERTAINMENT;14.30;33.33;12.18;0.00%;1;51.19;0.15;11.11;0.41;-%;10.00;100
JMD Telefilms Industries Ltd.;21.20;2.02;22.60;-;-;10;MEDIA & ENTERTAINMENT;30.59;-;26.39;0.00%;1;51.19;-;117.78;0.80;-%;10.00;
KSS Ltd.;0.27;0.12;0.27;-;126.98 L;-;MEDIA & ENTERTAINMENT;57.67;-;1.25;0.00%;1;51.19;-;-;0.22;-%;1.00;100
Kumbh Finance Ltd.;4.48;3.23;8.55;-;-;324;MEDIA & ENTERTAINMENT;4.48;-;43.38;0.00%;1;51.19;-;-;0.10;-%;10.00;100
Landmarc Leisure Corporation Ltd.;0.81;0.48;1.05;SELL;7163;-;MEDIA & ENTERTAINMENT;64.80;-;0.42;0.00%;1;51.19;-;-;1.93;-%;1.00;100
Media Matrix Worldwide Ltd.;6.41;5.33;10.60;SELL;6000;2600;MEDIA & ENTERTAINMENT;726.09;-;1.47;0.00%;1;51.19;-;-;4.36;-%;1.00;100
Mukta Arts Ltd.;96.05;76.50;120.00;-;10.09;501;MEDIA & ENTERTAINMENT;216.93;85.76;48.32;0.00%;1;51.19;1.12;24.13;1.99;-%;5.00;62.32
New Delhi Television Ltd.;47.25;33.50;78.80;-;811;300;MEDIA & ENTERTAINMENT;305.32;-;40.94;0.00%;1;51.19;-;-;1.15;-%;4.00;74.27
Next Mediaworks Ltd.;19.05;16.70;29.10;-;801;100;MEDIA & ENTERTAINMENT;127.43;-;4.34;0.00%;1;51.19;-;-;4.39;-%;10.00;100
Ortel Communications Ltd.;35.60;27.25;146.00;-;4152;3086;MEDIA & ENTERTAINMENT;108.50;-;46.37;0.00%;1;51.19;-;8.05;0.77;-%;10.00;52.11
Padmalaya Telefilms Ltd.;6.18;1.04;16.40;-;117;4651;MEDIA & ENTERTAINMENT;10.51;-;10.46;0.00%;1;51.19;-;32.53;0.59;-%;10.00;100
Pentamedia Graphics Ltd.;0.63;0.53;0.90;-;-;500;MEDIA & ENTERTAINMENT;26.15;31.50;2.71;0.00%;1;51.19;0.02;5.73;0.23;-%;1.00;
Pressman Advertising Ltd.;73.00;44.20;87.70;BUY;21.77;6352;MEDIA & ENTERTAINMENT;171.42;21.47;13.04;65.00%;1;51.19;3.40;21.41;5.60;1.78%;2.00;61.33
Prime Focus Ltd.;115.60;64.15;135.00;BUY;4511;3367;MEDIA & ENTERTAINMENT;3,455.04;-;36.69;0.00%;1;51.19;-;-;3.15;-%;1.00;60.25
Pritish Nandy Communications Ltd.;23.60;17.45;31.75;BUY;150;500;MEDIA & ENTERTAINMENT;34.14;-;53.71;0.00%;1;51.19;-;1,180.00;0.44;-%;10.00;100
PVR Ltd.;1473.30;1145.00;1659.70;BUY;196;1419;MEDIA & ENTERTAINMENT;6,886.00;78.95;203.89;20.00%;1;51.19;18.66;32.85;7.23;0.14%;10.00;27.67
Raj Television Network Ltd.;61.55;51.50;74.30;BUY;1847;1280;MEDIA & ENTERTAINMENT;319.53;-;18.24;0.00%;1;51.19;-;-;3.37;-%;5.00;39.41
SAB Events & Governance Now Media Ltd.;20.20;10.55;59.95;-;-;14.44;MEDIA & ENTERTAINMENT;21.18;-;10.19;0.00%;1;51.19;-;-;1.98;-%;10.00;72.07
Sahara One Media and Entertainment Ltd.;67.50;37.50;85.00;BUY;555;100;MEDIA & ENTERTAINMENT;145.29;-;106.66;0.00%;1;51.19;-;-;0.63;-%;10.00;91.15
Saregama India Ltd.;812.80;200.25;953.55;-;428;708;MEDIA & ENTERTAINMENT;1,415.12;112.73;96.76;15.00%;1;51.19;7.21;85.83;8.40;0.18%;10.00;30.22
Shemaroo Entertainment Ltd.;550.85;316.55;550.85;-;10.25;-;MEDIA & ENTERTAINMENT;1,497.33;25.04;159.54;14.00%;1;51.19;22.00;23.40;3.45;0.25%;10.00;61.30
Siti Networks Ltd.;24.90;22.50;41.20;-;15.37;11.7;MEDIA & ENTERTAINMENT;2,171.41;-;6.03;0.00%;1;51.19;-;-;4.13;-%;1.00;79.50
Sphere Global Services Ltd.;44.50;37.10;78.75;-;3833;4014;COMPUTERS - SOFTWARE;80.41;36.18;12.40;0.00%;1;21.58;1.23;35.89;3.59;-%;10.00;76.54
Sri Adhikari Brothers Television Ltd.;34.60;13.45;298.00;-;-;75.95;MEDIA & ENTERTAINMENT;120.91;-;28.87;6.00%;1;51.19;-;-;1.20;1.73%;10.00;100
SRS Ltd.;2.09;1.59;8.25;-;2.31 L;69.3;DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS;58.22;-;17.35;0.00%;1;51.64;-;-;0.12;-%;10.00;100
Sun TV Network Ltd.;1059.55;515.90;1097.05;-;1142;1803;MEDIA & ENTERTAINMENT;41,755.24;41.24;102.05;200.00%;1;51.19;25.69;29.75;10.38;0.94%;5.00;27.88
Tips Industries Ltd.;116.30;56.00;158.90;BUY;151;55;MEDIA & ENTERTAINMENT;166.53;38.51;47.49;10.00%;1;51.19;3.02;28.79;2.45;0.86%;10.00;100
TV Today Network Ltd.;474.40;211.00;486.15;-;1873;6080;MEDIA & ENTERTAINMENT;2,829.97;25.29;104.88;40.00%;1;51.19;18.76;20.14;4.52;0.42%;5.00;17.85
TV Vision Ltd.;27.35;14.65;320.00;-;-;41.68;MEDIA & ENTERTAINMENT;95.57;-;34.93;0.00%;1;51.19;-;5.03;0.78;-%;10.00;100
UFO Moviez India Ltd.;508.45;316.00;610.95;-;1865;430;MEDIA & ENTERTAINMENT;1,441.50;22.67;175.71;100.00%;1;51.19;22.43;11.52;2.89;1.97%;10.00;57.22
Vision Cinemas Ltd.;2.04;1.14;2.29;-;-;745;MEDIA & ENTERTAINMENT;14.45;102.00;1.84;0.00%;1;51.19;0.02;102.00;1.11;-%;1.00;100
Vision Corporation Ltd.;1.15;0.84;1.70;-;-;19.56;MEDIA & ENTERTAINMENT;2.30;23.00;11.31;0.00%;1;51.19;0.05;9.58;0.10;-%;10.00;100
Zee Entertainment Enterprises Ltd.;592.95;465.05;619.35;-;3619;4538;MEDIA & ENTERTAINMENT;56,950.10;39.01;46.04;250.00%;1;51.19;15.20;37.06;12.88;0.42%;1.00;59.35
Zee Media Corporation Ltd.;45.45;33.65;50.15;BUY;5178;20;MEDIA & ENTERTAINMENT;2,139.74;57.53;13.77;0.00%;1;51.19;0.79;33.67;3.30;-%;1.00;49.70
ABC Gas International Ltd.;23.65;12.55;25.00;-;-;50;METALS - NON FERROUS;4.68;-;9.94;0.00%;1;73.48;-;-;2.38;-%;10.00;
Bilpower Ltd.;1.90;0.88;2.11;-;6034;9702;METALS - NON FERROUS;3.99;0.40;-53.95;0.00%;1;45.21;4.81;0.38;-;-%;10.00;100
Cubex Tubings Ltd.;28.00;11.00;43.90;BUY;800;100;METALS - NON FERROUS;40.09;107.69;39.73;0.00%;1;73.48;0.26;21.88;0.70;-%;10.00;100
Gujarat Intrux Ltd.;112.00;57.50;123.95;-;600;2265;METALS - NON FERROUS;38.48;21.33;108.70;0.00%;1;73.48;5.25;13.81;1.03;-%;10.00;100
Hindustan Copper Ltd.;91.50;55.45;110.55;-;28.96;52.6;METALS - NON FERROUS;8,465.74;87.98;15.86;0.00%;1;73.48;1.04;35.60;5.77;-%;5.00;43.94
Hindustan Zinc Ltd.;323.15;226.75;333.40;-;3891;8347;METALS - NON FERROUS;136,541.18;13.93;72.91;1470.00%;1;16.06;23.19;11.76;4.43;9.10%;2.00;28.74
Precision Wires India Ltd.;285.90;110.00;324.10;BUY;364;961;METALS - NON FERROUS;661.21;23.40;89.55;70.00%;1;73.48;12.22;15.58;3.19;1.22%;5.00;77.60
Ram Ratna Wires Ltd.;210.50;76.00;244.00;-;842;9948;METALS - NON FERROUS;463.10;18.40;43.35;25.00%;1;73.48;11.44;13.82;4.86;0.59%;5.00;97.54
RCI Industries & Technologies Ltd.;222.65;150.60;264.50;BUY;9428;4016;METALS - NON FERROUS;299.16;25.86;76.72;0.00%;1;73.48;8.61;21.41;2.90;-%;10.00;59.55
Shalimar Wires Industries Ltd.;19.70;3.07;24.90;-;2886;-;METALS - NON FERROUS;74.08;3.27;-40.84;0.00%;1;73.48;6.02;2.56;-;-%;2.00;100
Tinplate Company of India Ltd.;292.05;76.55;324.80;-;12.12;8876;METALS - NON FERROUS;3,056.82;64.47;59.44;16.00%;1;45.21;4.53;27.02;4.91;0.55%;10.00;29.32
20 Microns Ltd.;57.10;33.25;68.00;-;4906;2375;MINING & MINERALS;201.49;18.66;27.41;0.00%;1;13.36;3.06;10.16;2.08;-%;5.00;60.43
Ashapura Minechem Ltd.;102.55;47.05;119.75;-;4144;4328;MINING & MINERALS;892.04;-;-30.40;0.00%;1;13.36;-;-;-;-%;2.00;55.25
Associated Stone Industries (Kotah) Ltd.;41.90;21.80;49.25;BUY;32.65;19.86;MINING & MINERALS;347.16;15.93;15.94;30.00%;1;13.36;2.63;12.77;2.63;0.72%;1.00;83.23
Coal India Ltd.;291.30;234.00;332.10;-;28.63;15.84;MINING & MINERALS;180,821.83;13.34;22.42;199.00%;1;13.36;21.83;13.33;12.99;6.83%;10.00;53.96
Facor Alloys Ltd.;3.89;1.92;6.24;BUY;28.97;37.82;MINING & MINERALS;76.07;11.11;5.49;0.00%;1;17.03;0.35;8.10;0.71;-%;1.00;100
Ferro Alloys Corporation Ltd.;14.55;7.00;25.19;-;-;2327;MINING & MINERALS;269.57;4.56;14.82;0.00%;1;17.03;3.19;4.18;0.98;-%;1.00;100
Gujarat Mineral Development Corporation Ltd.;157.80;102.25;181.20;-;11.96;12.02;MINING & MINERALS;5,018.04;12.79;125.02;150.00%;1;13.36;12.34;9.23;1.26;1.90%;2.00;58.24
Gujarat Natural Resources Ltd.;27.95;22.35;40.95;-;-;80;MINING & MINERALS;108.31;254.09;21.27;1.00%;1;17.03;0.11;232.92;1.31;0.36%;10.00;100
Impex Ferro Tech Ltd.;1.18;1.17;2.50;-;-;1.31 L;MINING & MINERALS;10.38;-;-12.22;0.00%;1;17.03;-;-;-;-%;10.00;
Indian Metals & Ferro Alloys Ltd.;684.55;385.00;823.00;BUY;649;1846;MINING & MINERALS;1,846.71;5.35;386.70;200.00%;1;13.36;127.95;4.07;1.77;2.92%;10.00;58.25
Indsil Hydro Power and Manganese Ltd.;199.95;57.40;226.85;BUY;784;91;MINING & MINERALS;317.66;46.83;62.49;8.00%;1;17.03;4.27;28.44;3.20;0.40%;10.00;100
Lesha Industries Ltd.;19.80;1.72;24.60;-;-;2889;MINING & MINERALS;2.24;-;111.02;0.00%;1;25.95;-;-;0.18;-%;10.00;100
Maithan Alloys Ltd.;954.45;341.00;982.00;-;1459;1306;MINING & MINERALS;2,778.55;9.42;203.48;25.00%;1;17.03;101.35;8.68;4.69;0.26%;10.00;43.69
MOIL Ltd.;252.40;180.05;429.00;-;14.96;9573;MINING & MINERALS;6,723.32;16.50;105.32;110.00%;1;13.36;15.30;14.54;2.40;4.36%;10.00;48.63
Nagpur Power Industries Ltd.;44.40;23.25;53.45;-;226;524;MINING & MINERALS;58.14;7.29;47.06;0.00%;1;17.03;6.09;6.97;0.94;-%;10.00;
NMDC Ltd.;149.50;102.80;162.55;-;61.48;9065;MINING & MINERALS;47,300.16;16.20;71.17;515.00%;1;13.36;9.23;15.18;2.10;3.44%;1.00;45.28
Orissa Minerals Development Company Ltd.;1970.40;1616.45;2493.70;BUY;143;172;MINING & MINERALS;1,182.24;377.47;1402.51;266.00%;1;13.36;5.22;148.15;1.40;0.13%;1.00;47.34
Sandur Manganese and Iron Ores Ltd.;1398.10;541.40;1469.50;-;1780;1527;MINING & MINERALS;1,223.34;14.36;477.20;50.00%;1;13.36;97.34;13.27;2.93;0.36%;10.00;71.39
Shirpur Gold Refinery Ltd.;183.10;87.20;233.60;-;100;378;MINING & MINERALS;533.50;226.05;114.41;0.00%;1;13.36;0.81;58.50;1.60;-%;10.00;66.76
Vedanta Ltd.;334.00;217.95;346.80;-;14.65;15.55;MINING & MINERALS;124,154.29;9.66;214.59;1945.00%;1;13.36;34.58;7.84;1.56;5.82%;1.00;35.61
Aadhaar Ventures India Ltd.;0.59;0.59;1.30;BUY;-;56.81;FINANCE - GENERAL;9.27;-;23.43;0.00%;1;64.09;-;-;0.03;-%;10.00;
Achal Investments Ltd.;3.81;1.10;9.90;BUY;11.55;-;FINANCE - INVESTMENTS;24.04;-;1.61;0.00%;1;46.34;* -;-;2.37;-%;1.00;100
Adani Transmission Ltd.;231.40;58.00;247.75;-;843;2539;POWER - TRANSMISSION & EQUIPMENT;25,449.61;890.00;19.29;0.00%;1;18.66;0.26;890.00;12.00;-%;10.00;51.97
Adlabs Entertainment Ltd.;66.30;52.75;93.40;BUY;6103;100;MISCELLANEOUS;583.85;-;57.68;0.00%;1;51.19;-;-;1.15;-%;10.00;100
Advance Syntex  Ltd.;21.50;16.20;28.90;-;5750;28.75;MISCELLANEOUS;19.57;-;12.32;2.50%;5750;27.51;* -;-;1.75;1.16%;10.00;100
A F Enterprises Ltd.;5.67;4.28;7.54;-;-;2574;MISCELLANEOUS;2.27;-;7.28;0.00%;1;46.34;-;-;0.78;-%;10.00;
AI Champdany Industries Ltd.;34.35;21.60;34.35;-;3000;-;MISCELLANEOUS;94.19;76.33;22.43;0.00%;1;15.03;0.45;17.80;1.53;-%;5.00;100
A K Spintex Ltd.;50.00;39.10;84.35;-;-;150;MISCELLANEOUS;25.16;13.02;28.63;0.00%;1;46.25;3.84;6.24;1.75;-%;10.00;
Alchemist Ltd.;13.98;10.35;30.70;-;80;1800;MISCELLANEOUS;18.96;-;-60.67;0.00%;1;23.14;-;-;-;-%;10.00;100
Alfa ICA (India) Ltd.;76.65;39.00;85.00;-;126;-;MISCELLANEOUS;30.97;31.41;31.84;0.00%;1;55.10;2.44;18.88;2.41;-%;10.00;100
Alora Trading Company Ltd.;5.17;5.17;35.90;-;-;2.35 L;TRADING;6.43;11.00;11.10;0.00%;1;64.09;0.47;11.00;0.47;-%;10.00;100
Amba Enterprises Ltd.;56.00;46.40;169.40;-;486;2102;ELECTRIC EQUIPMENT;70.90;57.73;11.09;3.00%;1;59.86;0.97;54.37;5.05;0.27%;5.00;47.28
Anil Ltd.;33.30;26.60;114.00;-;2512;-;MISCELLANEOUS;32.52;-;361.76;10.00%;1;37.72;-;2.66;0.09;3.00%;10.00;
Aplaya Creations Ltd.;5.07;4.52;16.85;-;44.36;5582;TRADING;72.91;507.00;1.57;0.00%;1;64.09;0.01;507.00;3.23;-%;1.00;63.61
Archidply Industries Ltd.;114.90;59.75;130.80;-;8057;3159;MISCELLANEOUS;253.53;34.82;58.95;0.00%;1;41.06;3.30;21.01;1.95;-%;10.00;47.26
Arcotech Ltd.;54.50;45.65;811.45;-;38.15;31.97;METALS - NON FERROUS;572.25;26.33;21.51;0.00%;1;45.21;2.07;20.57;2.53;-%;2.00;49.35
Arfin India Ltd.;485.30;311.00;1384.70;-;194;633;METALS - NON FERROUS;589.81;40.41;44.34;20.00%;1;26.85;12.01;37.36;10.94;0.41%;10.00;84.18
Aries Agro Ltd.;238.70;128.55;290.15;BUY;257;427;FERTILISERS;310.41;21.56;103.89;20.00%;1;47.93;11.07;19.10;2.30;0.84%;10.00;100
Arnold Holdings Ltd.;7.03;6.02;9.00;-;1810;949;MISCELLANEOUS;105.71;50.21;3.40;0.00%;1;46.34;0.14;50.21;2.07;-%;2.00;12.23
Asit C Mehta Financial Services Ltd.;78.45;19.00;78.75;-;34;-;MISCELLANEOUS;38.85;-;11.59;0.00%;1;21.58;-;28.74;6.77;-%;10.00;100
Atlas Cycle Industries Ltd.;217.55;192.00;694.00;-;309;1337;MISCELLANEOUS;141.49;96.26;149.23;0.00%;1;45.79;2.26;22.78;1.46;-%;5.00;100
Balkrishna Paper Mills Ltd.;95.80;67.15;124.20;-;4556;-;PAPER;102.89;-;46.28;0.00%;1;17.12;-;-;2.07;-%;10.00;100
Banaras Beads Ltd.;79.00;50.00;108.00;-;100;66;MISCELLANEOUS;52.43;31.10;64.57;10.00%;1;37.72;2.54;13.84;1.22;1.27%;10.00;100
Bartronics India Ltd.;14.93;12.55;21.00;-;12.01;3389;MISCELLANEOUS;50.83;-;26.88;0.00%;1;42.82;-;-;0.56;-%;10.00;100
Beardsell Ltd.;66.50;48.55;96.84;BUY;5650;600;MISCELLANEOUS;186.86;554.17;12.51;15.00%;1;23.14;0.12;50.38;5.32;0.45%;2.00;26.66
Beekay Niryat  Ltd.;14.30;10.68;20.15;-;-;-;MISCELLANEOUS;9.40;-;19.31;0.00%;1;46.34;-;-;0.74;-%;10.00;100
Bharatiya Global Infomedia Ltd.;6.46;4.56;22.13;BUY;3080;12;COMPUTERS - SOFTWARE;10.23;-;58.10;0.00%;1;21.58;-;7.18;0.11;-%;10.00;100
Bliss GVS Pharma Ltd.;201.15;129.00;230.00;-;76.94;37.67;PHARMACEUTICALS;2,074.80;37.74;47.63;60.00%;1;30.80;5.33;34.09;4.22;0.30%;1.00;18.68
Bloom Dekor Ltd.;63.70;36.20;84.90;-;600;750;MISCELLANEOUS;43.63;-;18.46;0.00%;1;41.06;-;-;3.45;-%;10.00;81.68
BLS International Services Ltd.;244.20;119.15;293.00;-;3813;3240;MISCELLANEOUS;2,501.83;274.38;1.64;35.00%;1;68.92;0.89;232.57;148.90;0.14%;1.00;53.15
Boston Leasing and Finance Ltd.;10.56;5.02;46.30;-;-;595;FINANCE - INVESTMENTS;7.29;40.62;10.35;0.00%;1;46.34;0.26;40.62;1.02;-%;10.00;
Bronze Trading Ltd.;1.30;1.14;17.65;-;24.11;-;TRADING;0.65;65.00;8.38;0.00%;1;46.34;0.02;43.33;0.16;-%;10.00;
Bullish Bonds And Holdings Ltd.;38.05;24.35;44.00;-;436;25;FINANCE - INVESTMENTS;13.62;24.87;12.02;0.00%;1;46.34;1.53;24.87;3.17;-%;10.00;100
Camson Seeds Ltd.;29.80;8.86;31.45;BUY;1500;8266;MISCELLANEOUS;89.40;78.42;23.65;0.00%;1;52.01;0.38;37.25;1.26;-%;10.00;78.31
Century Plyboards Ltd.;353.20;175.30;363.00;-;3440;1040;MISCELLANEOUS;7,859.65;46.91;31.84;100.00%;1;41.06;7.53;35.75;11.09;0.28%;1.00;55.24
Cheviot Company Ltd.;1455.80;935.20;1680.00;BUY;481;996;MISCELLANEOUS;627.63;12.29;831.58;0.00%;1;15.03;118.42;10.79;1.75;-%;10.00;82.61
Choksi Labs Ltd.;31.00;12.31;35.80;-;2660;400;MISCELLANEOUS;21.59;45.59;30.03;0.00%;1;37.72;0.68;6.47;1.03;-%;10.00;100
Confidence Petroleum Ltd.;33.05;7.45;34.40;-;7.11 L;-;MISCELLANEOUS;855.45;62.36;7.78;0.00%;1;38.27;0.53;23.61;4.25;-%;1.00;80.97
Cox & Kings Ltd.;262.20;183.00;305.50;BUY;4654;3649;MISCELLANEOUS;4,629.53;24.06;161.77;20.00%;1;31.42;10.90;21.30;1.62;0.38%;5.00;65.10
Credit Analysis and Research Ltd.;1377.45;1293.00;1800.00;BUY;328;151;MISCELLANEOUS;4,058.13;24.24;169.38;280.00%;1;68.92;56.83;23.79;8.13;2.03%;10.00;86.21
CRISIL Ltd.;1961.25;1752.45;2208.25;-;391;915;MISCELLANEOUS;14,063.13;55.83;99.71;2700.00%;1;68.92;35.13;50.15;19.67;1.38%;1.00;82.43
Crown Tours Ltd.;12.98;8.20;43.00;-;4107;-;MISCELLANEOUS;4.02;15.27;21.87;0.00%;1;67.15;0.85;13.81;0.59;-%;10.00;100
Cupid Ltd.;352.05;251.05;423.45;-;3544;1319;MISCELLANEOUS;391.30;18.10;46.18;40.00%;1;20.18;19.45;16.50;7.62;1.14%;10.00;54.98
DFM Foods Ltd.;1800.95;1122.00;2141.00;-;65;101;FOOD PROCESSING;1,801.25;100.72;80.75;50.00%;1;67.15;17.88;71.55;22.30;0.28%;10.00;63.21
Dhenu Buildcon India Ltd.;2.82;2.80;3.00;-;-;415;TRADING;5.16;-;5.05;0.00%;1;45.02;-;-;0.56;-%;1.00;100
D-Link India Ltd.;137.85;85.10;154.00;BUY;1968;10.13;COMPUTERS - HARDWARE;489.43;61.82;47.55;25.00%;1;64.09;2.23;53.85;2.90;0.36%;2.00;32.64
Dredging Corporation India Ltd.;772.45;438.00;920.00;-;3556;5325;MISCELLANEOUS;2,162.86;53.61;543.08;0.00%;1;37.72;14.41;15.46;1.42;-%;10.00;38.83
Eastern Gases Ltd.;20.30;18.90;87.45;-;7703;-;MISCELLANEOUS;30.45;-;22.81;0.00%;1;37.72;-;-;0.89;-%;10.00;
Econo Trade India Ltd.;8.07;3.43;62.20;-;3.31 L;-;FINANCE - INVESTMENTS;15.07;-;19.62;0.00%;1;46.34;* -;100.88;0.41;-%;10.00;100
EPC Industrie Ltd.;195.75;131.55;215.00;BUY;23.12;12.38;PLASTICS;542.42;84.74;48.44;0.00%;1;51.78;2.31;57.40;4.04;-%;10.00;73.17
Esaar (India) Ltd.;3.24;0.49;4.90;BUY;-;67.29;MISCELLANEOUS;6.62;8.53;7.36;0.00%;1;46.34;0.38;8.53;0.44;-%;10.00;100
Fraser and Company Ltd.;8.55;8.22;14.53;-;-;1774;TRADING;4.89;-;4.11;0.00%;1;64.09;-;-;2.08;-%;10.00;100
Future Market Networks Ltd.;134.75;36.15;200.55;-;842;770;MISCELLANEOUS;758.53;-;34.16;0.00%;1;45.02;-;144.89;3.94;-%;10.00;82.85
Gateway Distriparks Ltd.;242.40;210.90;292.00;-;6817;1621;MISCELLANEOUS;2,635.57;51.03;70.55;70.00%;1;37.72;4.75;36.02;3.44;2.89%;10.00;63.08
Global Vectra Helicorp Ltd.;165.50;101.00;203.45;-;447;1047;TRANSPORT & LOGISTICS;231.70;12.17;18.53;0.00%;1;24.87;13.60;4.35;8.93;-%;10.00;28.34
Gloster Ltd.;723.45;475.00;793.90;BUY;106;700;MISCELLANEOUS;757.23;17.82;177.33;75.00%;1;15.03;40.59;15.09;4.08;1.04%;10.00;74.53
Grandma Trading & Agencies Ltd.;5.14;5.14;10.87;-;-;5.26 L;TRADING;67.13;-;1.05;0.00%;1;64.09;* -;-;4.90;-%;1.00;100
Gravita India Ltd.;180.80;39.75;193.85;BUY;3980;7770;METALS - NON FERROUS;1,242.18;50.50;16.81;30.00%;1;45.21;3.58;44.42;10.76;0.33%;2.00;51.13
Greenply Industries Ltd.;381.55;245.05;401.05;BUY;1096;395;MISCELLANEOUS;4,678.85;35.20;64.18;60.00%;1;41.06;10.84;25.80;5.94;0.16%;1.00;63.04
GTV Engineering Ltd.;25.00;16.70;37.00;-;29;1490;MISCELLANEOUS;7.81;24.27;74.16;0.00%;1;35.66;1.03;8.71;0.34;-%;10.00;
Gujarat NRE Coke Ltd.;1.36;1.31;3.25;-;5142;3.66 L;MINING & MINERALS;225.36;-;2.67;0.00%;1;13.36;-;-;0.51;-%;10.00;63.19
Gujarat NRE Coke (DVR) Ltd.;1.30;1.18;3.13;-;50.73;19.54;MISCELLANEOUS;6.48;-;2.67;0.00%;1;13.36;-;-;0.49;-%;10.00;69.17
Hanung Toys and Textiles Ltd.;4.57;3.13;5.85;SELL;200;1000;MISCELLANEOUS;14.09;0.20;-727.70;0.00%;1;23.14;23.22;0.11;-;-%;10.00;100
ICRA Ltd.;3967.00;3726.00;4448.00;-;23;79;MISCELLANEOUS;3,928.63;42.85;458.03;270.00%;1;68.92;92.58;41.40;8.66;0.68%;10.00;98.30
SORIL Holdings and Ventures Ltd.;205.50;21.25;249.90;-;8525;1074;MISCELLANEOUS;1,042.27;-;155.49;0.00%;1;114.38;-;-;1.32;-%;2.00;100
Indosolar Ltd.;10.76;5.79;14.72;-;1.07 L;-;MISCELLANEOUS;400.34;-;-7.85;0.00%;1;-;-;-;-;-%;10.00;77.82
Infibeam Incorporation Ltd.;144.75;87.00;1504.00;-;7384;20.51;MISCELLANEOUS;7,856.79;-;14.84;0.00%;1;43,941.06;-;-;9.75;-%;1.00;13.25
